代码,部门名称,农产品,林产品,畜牧产品,渔产品,农、林、牧、渔服务产品,煤炭开采和洗选产品,石油和天然气开采产品,黑色金属矿采选产品,有色金属矿采选产品,非金属矿采选产品,开采辅助活动和其他采矿产品,谷物磨制品,饲料加工品,植物油加工品,糖及糖制品,屠宰及肉类加工品,水产加工品,蔬菜、水果、坚果和其他农副食品加工品,方便食品,乳制品,调味品、发酵制品,其他食品,酒精和酒,饮料,精制茶,烟草制品,棉、化纤纺织及印染精加工品,毛纺织及染整精加工品,麻、丝绢纺织及加工品,针织或钩针编织及其制品,纺织制成品,纺织服装服饰,皮革、毛皮、羽毛及其制品,鞋,木材加工和木、竹、藤、棕、草制品,家具,造纸和纸制品,印刷和记录媒介复制品,工艺美术品,文教、体育和娱乐用品,精炼石油和核燃料加工品,煤炭加工品,基础化学原料,肥料,农药,涂料、油墨、颜料及类似产品,合成材料,专用化学产品和炸药、火工、焰火产品,日用化学产品,医药制品,化学纤维制品,橡胶制品,塑料制品,水泥、石灰和石膏,石膏、水泥制品及类似制品,砖瓦、石材等建筑材料,玻璃和玻璃制品,陶瓷制品,耐火材料制品,石墨及其他非金属矿物制品,钢,钢压延产品,铁及铁合金产品,有色金属及其合金,有色金属压延加工品,金属制品,锅炉及原动设备,金属加工机械,物料搬运设备,泵、阀门、压缩机及类似机械,烘炉、风机、包装等设备,文化、办公用机械,其他通用设备,采矿、冶金、建筑专用设备,化工、木材、非金属加工专用设备,农、林、牧、渔专用机械,医疗仪器设备及器械,其他专用设备,汽车整车,汽车零部件及配件,铁路运输和城市轨道交通设备,船舶及相关装置,其他交通运输设备,电机,输配电及控制设备,电线、电缆、光缆及电工器材,电池,家用器具,其他电气机械和器材,计算机,通信设备,广播电视设备和雷达及配套设备,视听设备,电子元器件,其他电子设备,仪器仪表,其他制造产品,废弃资源和废旧材料回收加工品,金属制品、机械和设备修理服务,电力、热力生产和供应,燃气生产和供应,水的生产和供应,住宅房屋建筑,体育场馆和其他房屋建筑,铁路、道路、隧道和桥梁工程建筑,其他土木工程建筑,建筑安装,建筑装饰、装修和其他建筑服务,批发,零售,铁路旅客运输,铁路货物运输和运输辅助活动,城市公共交通及公路客运,道路货物运输和运输辅助活动,水上旅客运输,水上货物运输和运输辅助活动,航空旅客运输,航空货物运输和运输辅助活动,管道运输,多式联运和运输代理,装卸搬运和仓储,邮政,住宿,餐饮,电信,广播电视及卫星传输服务,互联网和相关服务,软件服务,信息技术服务,货币金融和其他金融服务,资本市场服务,保险,房地产,租赁,商务服务,研究和试验发展,专业技术服务,科技推广和应用服务,水利管理,生态保护和环境治理,公共设施及土地管理,居民服务,其他服务,教育,卫生,社会工作,新闻和出版,广播、电视、电影和影视录音制作,文化艺术,体育,娱乐,社会保障,公共管理和社会组织,农村居民消费支出,城镇居民消费支出,政府消费支出,固定资本形成总额,存货变动,出口,进口,总产出,
17031,纺织制成品,7122,5789,359,532,150,74662,12211,3354,18564,76123,74370,12479,52917,43990,1398,21475,393,15000,2174,5101,23285,14432,16940,30426,31518,61169,76263,6194,13334,67613,1016771,4145658,172613,120692,90020,381500,320959,57515,232575,708887,29188,3331,71857,48623,8520,55573,43461,36578,11101,419991,11486,144966,424583,50440,17210,23464,65368,33243,1719,9094,2747,3604,13982,47991,19195,117251,7718,7247,25690,12303,28233,9334,39976,9996,2856,7735,25956,89374,247334,623099,24151,33995,65284,15038,28992,168025,24560,217994,5204,2890,9488,3068,27297,139887,17924,149151,220907,116924,55849,7033,2787,9474,2224,226,202,97,1419,336,15824,100564,116789,66393,22090,4110,512,26388,148212,18770,16252,196832,94394,966482,1350855,67786,61383,4847,15442,7635,5489,5649,2315,53,2390,46070,950043,759544,129739,14682,40,27398,67959,499904,124695,7705,1974434,5542,774,38395,20922,21207,80760,0,1795172,1666913,5157391,0,0,-917326,51912544,3953187,75967146,
18032,纺织服装服饰,436,126029,564,1671,9,1269590,143733,85902,95246,97711,214548,565589,191662,191693,27851,233821,62336,277849,96068,66421,87346,385921,339883,141656,77869,349427,558054,308189,37933,672718,502325,6771865,1396780,166451,463493,767891,415986,237369,320360,785851,599458,147757,289229,212325,123162,171513,442360,1206763,140218,233527,324787,250911,984924,437224,671499,983742,493828,468563,370924,393681,62993,503666,48671,175832,109133,876118,183013,317090,412324,416411,47709,93302,76448,395233,231290,121718,302386,433645,944343,936559,534142,177128,300853,288682,791103,416482,182745,286217,174765,121750,635433,29574,32465,881605,159974,389946,429975,192074,168259,728831,337164,378280,2570573,369656,428663,208789,485914,331115,815394,1869491,151166,104531,667016,175289,10298,34183,130414,27662,224379,1049063,269689,230535,1260237,653872,595704,32713,146651,20562,54807,4034699,434385,122860,1627167,161209,15125669,991603,1139568,116826,23168,401523,407951,734117,310053,499701,3519576,15406,75233,2279435,1547965,201621,134695,17257,13313949,10736702,49394025,0,0,-2018780,68998182,8037322,221034634,
19033,皮革、毛皮、羽毛及其制品,361,4905,1246,7018,66804,3421,458,743,316,330,377,0,0,0,0,0,0,0,2995,1704,415,16951,73,545,21,0,6374,333,293,24073,95807,6445033,18839646,9716093,74841,3321463,73087,2259,270564,741754,3,4812,625,28,956,111,858,466,11469,64187,227,189,70073,260,1197,2594,667,300,752,4,110,3296,8,1023,2729,86976,152,1352,853,607,8504,12708,105,8985,2417,507,15476,18694,2387857,234672,98511,4902,53992,236,1872,1066,14555,29318,86,595,909,0,1161,16414,50981,32967,39528,258,4374,1747,2858,20,5003,507,8,4,1798,1599,64640,35781,2480,2032,10781,649,7,54,2780,545,0,26811,29384,0,45945,159,38250,0,2,0,0,67,276,20,266,16875,59385,4450,27657,983,22467,1015,12889,37544,23331,480,24552,11565,443,8476,3652,1094,504,5808,494795,2919472,23172721,0,0,1500495,14090783,6716251,79018503,
19034,鞋,2045,78,0,0,68,175441,13987,954,1532,1154,5185,2072,53,11,14,1659,154,1845,298,145,1397,5007,1875,615,85,8,162,1,4,39832,22777,131300,46776,9620593,5240,26943,10449,5603,3638,13082,59799,1775,4176,1387,178,405,13584,8263,254,11987,10929,601,2691,8493,266,559,1663,1850,1000,2426,52,4709,88,9883,1951,82088,1134,966,2578,215,93,6,784,722,914,122,15101,20515,134027,131154,1054,2930,533,938,316,5342,12186,8067,5502,414,2142,15,184,1143,76,1561,1180,807,736,126988,517,3438,16836,1707,11187,7112,513,50,35593,8592,17005,13929,85243,8000,25,2061,982,8,2727,26476,15362,21679,104322,6640,0,515,4865,49,46,91011,3037,12140,474961,14449,289254,113540,73770,18416,481,2047,46498,172378,159069,58223,111,2036,38,33150,88061,54090,120609,3851,7635848,6535384,27660429,0,0,856090,19646710,4909286,70505455,
20035,木材加工和木、竹、藤、棕、草制品,3979,12222,27,214,4172,3549065,1192,9719,180252,52698,4869,16327,19190,8338,6027,21090,6585,20743,13908,11676,8724,85415,151928,95132,57994,163223,187797,3809,11037,30080,175065,158371,53582,182123,48673778,31779263,2263634,424671,1240521,4266618,61277,39699,161217,85029,60995,106773,310941,129773,168480,107442,204122,32163,671748,131775,754339,312569,311415,279078,81435,37822,2131,33872,10763,80496,103247,4402552,35153,105513,201656,115549,83893,40576,213663,17540,83623,22116,61061,377622,118080,561373,59437,32764,41521,195126,131346,218973,91194,278869,44204,33965,196665,29432,111003,323115,49571,152245,1203186,4772,43967,132824,1852,1715,18151170,3669029,4697804,1402424,1039577,22856843,19318,112814,13436,11006,66460,14638,19,1967,3547,668,588,125717,5983,10060,3894,31225,0,162,422,104,71,3980,1509,0,203,0,898,3824,1380,10437,106356,54651,1068,2106,26018,112533,27491,12736,1263,1343,236305,1799,574,6375,31956,694890,2205371,0,0,437825,7611879,8246603,163638485,
21036,家具,56317,13371,1183,173505,71200,9973,155699,4419,4233,3305,1459,3818,1745,844,413,4175,530,22065,12178,8780,35425,18790,25496,4261,9419,11001,12365,28,3229,813,44296,43385,175,12325,365970,961656,318,9733,61185,37624,85419,296,811,1676,43,2235,67026,1414,272,7254,1483,104,4445,53,5695,743,7628,27045,136,7493,2,2299,2,573,947,389925,99,76,8102,68740,19991,16617,21892,808,85,1947,19713,52643,4831337,415892,312335,82623,124053,410,24668,48188,2659,139153,2959,3038,78635,1793,9465,1541,1183,27998,24678,1702,17219,68894,2160,1601,1466497,165088,158574,75985,43178,3520440,115406,176113,7222,5916,43094,50395,4127,6079,2217,25665,25958,127610,10448,372098,121496,39418,426212,978,127776,129527,237202,435685,9007,24564,546283,32999,565885,46738,256236,133049,21282,6261,88647,449518,158254,230346,22688,12220,1011,27874,12964,6873,29743,5348,3661120,4312618,15440966,0,21595789,1236238,37153418,1490268,101774695,
22037,造纸和纸制品,59768,9411,81,28129,8614,5870,3137,7339,13510,175003,9132,347373,245125,299233,12695,594580,194466,558388,389395,785722,224493,1075921,908838,1617689,497218,2863922,436161,47086,33700,138225,543058,604660,441297,500418,1083779,900417,46456590,32098098,705678,7665912,115296,4814,270125,180820,140739,310640,781846,395331,461116,2240530,509606,383950,1225657,4165388,839203,1462722,588653,1237149,30692,180283,1858,56315,8764,111981,202022,1256025,62685,109622,112836,328420,256656,90757,466810,27362,209747,34551,270727,500824,94446,738250,39285,29880,140390,425252,992863,636982,673657,1573652,307382,674320,702319,31201,163319,945321,664265,227102,581771,8324,7708,4945,2731,3086,361059,36606,103604,43713,62551,485610,183004,318015,10026,8212,19630,8546,38,340,44006,6947,26138,17677,277144,316106,323630,822366,4699,4957,184001,2094372,645216,1479582,590407,10625,1111744,24773,30881340,813138,1270456,344370,9769,7058,14544,207333,136215,5196245,48216,9267,2767202,7180,22837,2690,7239,16307,7066766,328883,1599330,0,0,-4801834,7504764,16372050,178603715,
23038,印刷和记录媒介复制品,2364,373,153,1595,78904,4924,1718,1300,741,1217,6842,942,2497,1242,164,2013,2689,1407,3016,2322,1399,97452,501854,329702,174261,766828,1099,63,63,279,91360,193067,1078,66032,3880,94505,443493,3168570,95679,77559,16753,115,373,879,231,70408,632,852,300531,1032651,99648,1018,9268,201,1209,1081,760,179384,127,259,44,638,47,237,414,3921,321,710,714,1163,37874,35314,28277,882,545,210,140817,113147,15993,1163,152,150,989,1859,1651,1900,118865,378419,73942,95611,267389,8270,129156,158975,79524,130723,303,177,65,57985,348,230,7786,789,2365,1133,1855,3483,5181362,2174998,163,133,1844,794,22,80,942,227,792,2220,853,2928990,2661,9144,737993,47060,612861,12595005,6806619,6539432,808961,1028468,1740478,1312367,28075135,913598,73816,2503683,34234,44435,8721,100483,2054,2730600,7069,138,2538355,528531,6788,1711,4025,105775,4936723,269532,1162590,0,0,-1464091,1804321,975033,95795216,
24039,工艺美术品,874,172,323,1850,298,11711,2093,4536,2456,5957,1157,5185,9651,4239,519,3566,1903,10793,2746,2557,2103,16113,6712,7229,4699,1635,18337,939,1371,3814,15267,72008,58725,10941,42678,32166,11203,10015,1535709,122337,3662,2574,7924,4240,2309,16315,10572,12706,168805,971867,100290,8806,53278,4903,27601,30039,9997,11504,2253,5602,1050,8580,979,4555,6784,274575,5037,6756,13131,19359,16180,2058,28488,11709,8315,2375,33226,36652,81318,35544,4487,2934,5453,7877,56090,14874,5766,7112,8674,13183,82864,3802,2195,29808,6540,18916,173916,0,3032,31920,5482,10895,310995,31530,119453,57239,45906,826335,522341,73251,4685,3838,96271,43229,263,2275,5284,3163,3314,22808,9596,0,84344,236935,7369,16237,83097,298560,137449,540210,196986,461663,1208110,61083,3630510,123360,382437,72215,14610,8017,55265,296242,66176,559690,14847,1467,5631,12307,230738,82977,179956,3049,690416,2896140,15379458,0,3242120,1729390,15194317,3652064,51327419,
24040,文教、体育和娱乐用品,464048,73280,1677,225969,67800,8563,2740,53091,43015,6970,911,15447,40783,22367,313,19884,4931,25873,32918,88971,24094,137113,130221,56734,14345,17946,19823,1330,1312,43086,16917,107409,22773,107606,284258,71833,247830,243743,114750,9661190,211807,2494,6017,15436,2591,25048,20824,10523,130981,662918,3047,20318,79943,4018,23369,36533,11816,55830,1858,3292,712,9941,499,3620,7048,382289,6155,11108,70240,98480,50152,7121,59865,98411,55462,3483,115754,177723,346855,283803,63143,2990,54792,29386,31456,11731,12563,129093,11836,201651,471435,16963,47450,82362,40530,54772,29966,0,2667,363240,4518,6969,1036099,115841,376055,180198,652405,451236,307905,28493,7840,6422,51224,26547,124,1110,2573,1924,15344,8163,97528,242530,140636,112912,51106,8166,658078,1960421,567455,6015729,892568,1473973,1285207,32794,5492373,755364,740621,125825,43088,44412,760655,913886,37272,4159666,164504,42915,74191,14350,106807,480300,380132,19419,6163299,2626387,11205404,0,1039014,-3502450,41571134,4911524,102666417,
25041,精炼石油和核燃料加工品,2169570,230897,458933,766858,1365667,657352,332955,1709440,1803979,4074275,799065,73354,166968,57425,10618,53111,59127,119065,36540,47423,29135,140270,68648,105169,27802,20396,204291,50849,38817,37177,196110,411923,76633,104511,671230,333116,331448,119080,225059,178239,20731222,214161,19459705,1369858,39012,1844691,20793490,8419159,176055,474305,3464990,124438,1677204,2289960,1283453,4185504,3873663,2273272,672682,3180601,92252,741694,39059,5938659,189484,2565930,149269,124732,353720,393746,125333,14458,874038,358302,249670,82117,150364,194622,595174,511680,53786,160077,230616,144065,594566,115278,40596,167880,59156,344088,122357,10235,19250,230564,49025,283342,195874,180736,283482,9925021,829142,38463,6880703,992250,16698410,7755759,1619292,1525308,2237633,1058269,255589,1303839,4834115,32569249,335213,10430955,3691407,3586407,205312,25819886,11083504,2216311,573553,295605,532306,54814,375906,84011,69113,2934658,415752,379080,1528256,3727591,15529361,1475383,10206554,2168346,265295,224540,754794,709236,508881,2786128,158332,81393,59098,131704,113022,114914,50381,13378,4509307,4644151,27341421,0,0,-7385862,15344471,17599502,351006631,
25042,煤炭加工品,0,0,0,0,0,43010,63021,101105,32848,55045,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742693,3752000,227047,403172,145995,236948,3515084,0,0,0,65495,323342,39907,200769,181489,356023,130364,106131,1213785,5404325,33563185,2303631,970219,122703,512353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143633,31853,1355,385464,1053353,0,715442,113055,554709,265806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101477,972164,0,0,1430463,636754,5050646,58326653,
26043,基础化学原料,2067,23,322,9917,581,118895,1394664,414397,798223,1621497,230217,0,0,5569,82633,3728,2524,50962,0,0,0,0,91155,42930,18,3155,114333,18181,8370,91451,510308,19712,150961,555704,2931528,663376,7854305,166720,137715,125876,6717658,86497,43546273,12444062,7651894,9556424,41042677,25993643,2851641,8984984,5948996,1058914,8380709,197874,411822,1206310,7039715,1058045,428736,1381744,61408,2524658,168873,7176799,1218088,1208012,18555,42394,36606,263788,262900,14471,681986,39033,17536,20427,96671,159059,82720,458413,35025,18755,110653,85132,543618,720571,5826528,853812,226458,26284,108578,61409,1913,2832370,35548,152476,844796,189402,8323,49327,20977,800489,724751,116078,1470953,913298,330530,269335,0,32,5476,92114,2568,360,48,7102,0,0,8482,1758,2837,0,2001,0,0,4,67181,0,0,0,0,0,19040,2002,200931,2289577,2687054,236160,5224,136780,77321,170096,169065,833576,47382,449,1195,821,3227,6214,12,0,9823,0,0,0,0,-5079926,23636477,34728415,227054472,
26044,肥料,55606535,1448125,0,0,19783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131030,7832430,161658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119215,0,0,0,0,0,0,0,0,0,2033,0,0,75075,0,0,0,6489,8272,0,0,136496,0,0,0,0,0,23048,0,0,0,0,0,0,0,-817188,4031263,2244750,66539516,
26045,农药,17190353,1206760,2216,9752,325575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271,3940,0,0,0,0,0,0,0,0,0,0,288,0,62999,0,0,0,0,0,0,0,0,0,2038,0,0,142820,0,0,0,27899,589049,17263,17158,558,0,0,0,0,0,6603,0,0,0,145141,207162,0,0,-807176,4047799,626042,27905437,
26046,涂料、油墨、颜料及类似产品,9820,30,6198,232,467,44058,9469,32977,1327,2713,8247,36,5,2658,104,3727,26,3385,1138,5681,1095,14376,1679,3902,64,4292,2051672,389358,32360,166211,255157,88778,222466,136554,1216074,1053580,530312,4097386,193005,706508,15324,6098,123998,23564,6168,9280352,308795,590173,53111,114035,47934,90227,4026013,16529,442583,408476,460077,2491837,88209,1279,3633,183277,8537,61073,99108,5559389,182533,32774,56403,186882,36892,11262,629194,100525,115454,123527,26105,129564,1395084,1173911,84718,356676,93498,264728,191815,783220,15087,120028,460877,929442,26688,20552,8782,821416,40417,76232,39765,0,40752,34855,2625,53317,6231560,932620,1693684,729312,689305,4590351,33297,9400,2504,68010,1106,155,1156,15350,43,9,60361,4303,5797,720,14171,155,4991,1926,137246,4,3,2825,0,0,39278,4091,380261,520135,255731,482460,77008,70710,645599,347516,345390,1190562,58706,26780,46474,4472,12821,12820,719,13457,673549,27589,59833,0,0,-413777,4740891,3122426,66203535,
26047,合成材料,112,18,584,216,42,662127,42238,792,11238,15304,33436,3562,526,561,94,98,4,178,798,64,7345,80839,815,1801303,0,1514,218085,486,531,10182,299228,114262,167611,3308000,257032,960522,621639,468647,1186771,5099056,967509,5564,2808247,29621,137076,5544459,22688087,3975055,52822,384552,11671600,13195139,68189927,1707,677770,2694107,1623510,462013,305036,221022,3289,21426,295,111035,54530,1772746,89953,122017,9048,520574,117396,386785,166912,15699,81515,38456,115021,174957,119192,1145627,26191,33308,906166,381623,1313646,2776797,1360421,1507278,1014867,1146623,712102,255022,177441,1871621,418223,687616,1116846,20667,16529,7642,308,117795,14934202,2488800,7699750,4301229,7823191,1491551,721,465,573,6208,1390,195,45,2124,0,0,475,748,502,156,3040,1,0,1,11880,0,0,0,0,0,3361,0,33051,334192,143119,41763,58742,11340,13677,30080,29898,715090,24749,0,445,1348,3267,1147,30,5824,126777,0,0,0,0,-4126345,10239908,44889451,173515140,
26048,专用化学产品和炸药、火工、焰火产品,2712,113,3336,2449,352,1871410,2485548,671479,1881139,4271979,959670,6530,11995,25079,63648,16310,11176,17966,3042,6335,16757,221490,37836,17969,1091,18587,1220317,44994,36676,369906,318574,916137,1450876,1500761,8468769,451099,7274571,1464528,176632,2627346,6767081,62298,6626722,1461148,858675,6567794,5646510,25889089,1407840,1565807,608507,3836740,7204867,515102,4817594,2203567,1355979,349956,247935,114529,33458,722791,3489,293424,297031,2003522,61620,50675,141377,161484,114522,7238,172330,397285,281021,14193,42365,103947,391479,1683291,61995,212571,160702,152981,3993393,1241917,823165,593285,732060,236205,68087,23679,76770,4230986,81226,92482,506969,34955,59049,111166,3100,1490927,5905398,800586,5914635,2191621,70769,1784600,1048,169,5359,15312,13171,2606,16,697,458,2365,18792,57085,20950,0,68344,4299,1463,246,481395,206416,119639,150957,0,0,139410,16070,3285060,8749991,15114114,952491,78386,1548390,2131047,2381079,2548939,1550377,49370,341,543902,743476,25768,47509,32864,0,119016,198611,307469,0,0,-6227894,9660682,18893948,181960050,
26049,日用化学产品,9474,28061,841,8623,37051,27568,14940,1009,5474,2721,14830,300,57266,25886,17,76134,10984,57305,24881,86795,49855,283333,18530,350294,86468,548339,1684,13788,776,11217,41408,55344,53469,25340,21318,40575,49939,47966,199363,4371,40166,2569,7285,1968,4853,2537,103463,65947,3900958,171512,32943,8863,59986,1738,11812,3100,35581,3814,585,310,139,22652,3333,14298,6037,58254,1017,507,7969,45969,8706,772,9545,42939,2054,9963,20490,20850,269099,189392,3682,914,830,78348,17388,12330,1292,45004,23243,17810,39085,3490,56,140148,14116,13683,59556,998,1145,12513,4160,790,10357,1050,200597,96122,12044,267118,45001,723,46666,87209,51959,10175,2,14,178423,27494,6621,17275,6804,125995,1634595,593561,11272,1271,155137,9772,8225,125393,7730,14474,133886,4990,376032,2025867,348647,87183,110517,117239,620155,5913546,1552906,3090621,273711,57395,9053,11121,30227,12518,28624,49430,1395347,2401179,19195757,0,0,215750,6027377,17182878,38737372,
27050,医药制品,3046,38459,3938040,333458,1757957,41905,18810,4056,1838,218,670,169,76515,497,3863,181340,29392,30492,155,4429,70332,324222,42731,30703,16078,1105,419,10,265,485,8761,4459,72230,1518,337,2426,641741,10110,1397,663,14505,472,103586,88887,482532,127790,8626,122819,243172,61912202,19458,68168,13053,90271,339569,442,31488,101737,5735,53,150,61353,43286,13671,438,174018,38,90,10,138,975,2000,4560,7,7,0,133325,291148,512,9692,89,85,10695,3384,4634,76,108642,7462,102,5457,12,5,1038,469200,14500,11029,124948,5,11,16581,375,16573,897379,139906,547249,262231,211947,179676,8812,2014,3240,7470,35,5,51,13361,13819,2119,6971,13087,33361,59283,814,0,138732,11986,145512,4082,2547,55229,6616,9719,15249,7467,171052,1060732,2588806,3536,21122,55942,8612,168552,15774,710406,163690764,139084,3746,4022,6106,4787,5964,16114,162526,16266751,47595954,0,0,-336222,22931108,31039262,300056137,
28051,化学纤维制品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697989,20585746,1589978,1305749,4302598,6122326,5584015,20456,91488,23967,135259,89007,77758,432621,1493370,0,0,0,0,0,0,148458,611589,19312,715528,19170654,3400846,819576,0,0,0,0,0,0,0,0,0,0,796,9122,39421,0,0,0,0,0,0,0,363,20,0,15671,38623,1883,60251,7018,115,5392,5700,372,229903,55291,1942,24625,26,0,0,0,214,0,2954,2147074,63,0,5935,125,16,255783,25933,95015,45529,37719,32796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1076,0,0,-151137,3823479,1382053,73181071,
29052,橡胶制品,11383,1525,14044,5962,1605,446768,34620,558393,68686,70347,342435,89229,9853,868,1517,15047,434,13364,5739,6026,14855,23030,12394,7391,1223,4494,247441,2207,353,104475,128515,453196,343282,2870078,308650,249234,44509,237580,98000,1386115,112077,17772,21370,7806,998,94625,929244,38443,17764,272775,3632,10360867,2750820,49244,93175,238785,221584,180087,43083,243442,5573,125850,5902,46891,56604,1329719,60810,120515,1066677,1185403,115625,224998,515334,1568325,91641,1095475,271795,389443,4539899,7209784,583378,160386,2475317,164852,817275,1640210,151039,743466,310574,761938,1114080,28421,45344,1139207,437059,707670,558738,200036,205951,18035,7411,3478,1391895,141119,2372444,890096,200714,566732,118410,74533,2416,19614,3003806,3020111,60,6061,35359,6754,27152,2678765,487698,589717,7892,55871,185132,4604,345375,0,2,9994,234,1602,112340,28604,194875,334690,79205,726058,31960,20641,381154,59804,1095111,10970,405117,937,282,9921,16797,34096,999,83,0,462754,1105931,0,0,276555,11904433,3796785,85973283,
29053,塑料制品,8491692,214,6020,661,141461,108022,33909,10978,37853,248496,401874,834550,260057,557882,15579,585782,549169,760929,437477,1315098,459519,1346105,536941,3210531,395512,370617,576526,29071,24450,117435,1218199,628257,627454,3609277,839593,2516864,1184541,4790374,824668,6167850,1293098,7436,4266500,2749754,420668,376162,1112160,3774743,2215482,1370330,1450424,1458462,52380909,318186,644693,1279022,1877894,1169233,40212,158390,3553,53944,9080,191754,374587,3965326,133664,173992,187868,753415,1030417,743996,1658456,115107,1990654,253578,1198263,2689415,2485004,9388837,205789,72262,1817390,815361,4866554,3931661,2207917,9249092,1420074,2033986,3799304,446280,1451161,6107699,1102278,1212341,1940552,281698,44197,15430,42195,695519,9854907,2105973,6431564,4786232,4093820,1864040,1443639,1155481,5467,44394,18953,2865,80,8891,712,190,10188,313269,143836,855487,462580,578791,285471,1106,613223,107,197,70170,1173,1240,268788,462450,2549599,744662,92049,741073,99057,210652,1097738,846952,719543,45441,135656,298,1148,109729,68380,9848,8683,0,229846,1155862,3696218,0,0,-2182391,45216176,13058098,272218297,
30054,水泥、石灰和石膏,4675,221,1416,8773,226,485925,12217,24817,102073,928394,313959,5681,542,769,7782,1570,101,6364,725,474,11813,12095,3425,1074,1548,28545,0,0,0,1534,1272,11024,2158,1705,92242,3334,52588,992,39729,42843,5611,978,254855,1207,665,66116,34940,17384,11112,8678,3169,628,14691,8867256,49055568,2850698,56901,14365,29306,25288,25075,511982,43968,210318,17709,125271,5463,1462,2740,2143,334,105,3815,6917,857,8145,16245,46788,5666,4536,3706,1874,422,1554,2569,3963,564,2846,5606,253,56062,103,456,12245,324,1636,3707,0,1518,16332,1413,4520,36510817,7647405,17332534,8518501,3248030,4229600,74979,50289,3455,28053,3173,788,1,11,0,4872,0,179004,1171,3617,4294,4093,970,49,245,0,0,2383,0,0,1512,2091,9152,2245,3699,1121,49750,1357,4818,821,261,259,118471,274,164,216,365,25,252,0,0,76798,54703,0,0,1760491,143816,1062882,143713366,
30055,石膏、水泥制品及类似制品,3660,47,3228,3514,401,26855,2554,637,18064,235306,223026,0,377,0,205,2206,680,1864,1,0,49,6456,5080,526,207,0,48297,0,17,2113,2369,536,1223,1242,28616,2158,635,225,41935,2816,11003,541,4518,257,466,2115,1296,7857,65,2075,16284,46,915,228047,9841135,1969925,879,2690,29686,6655,776,138958,2298,5069,3923,459538,329,526,17144,48,50870,19957,16030,35563,202,45197,31221,83659,1490,3342,18996,19506,22533,65,8820,49,500,24255,98,0,167,605,0,6,65,37995,6834,0,36019,1299937,539,2781,94005146,16802767,40995792,19175109,2777912,4621056,39069,30889,3999,32472,485,43591,2,188,0,0,1495,0,2562,0,10244,105,0,86,0,410,280,198,0,0,3120,0,3645,2396,0,6002,31234,9132,3545,0,0,579,152,465,0,367,255,0,47,0,0,177506,156447,0,0,993612,1970783,33962,197058679,
30056,砖瓦、石材等建筑材料,7316,925,8273,134762,48831,42203,4748,2999,3515,23577,37346,0,422,421,114,2472,548,1046,191,0,272,1322,1412,760,193,220,0,0,0,188,13195,302,3905,61,9966,106280,5409,246,29292,34407,19101,1276,9093,745,2456,13323,21013,3178,884,7864,2315,14214,28069,179610,900871,10124317,91541,137416,11065,4628,3671,33592,10840,11826,8732,161953,1410,403,2091,2124,83192,0,273891,1602,6893,862,4956,18741,46196,16083,15205,14428,4218,13337,13778,331,178882,17060,20776,42631,12184,525,86,81005,496,3812,331,0,4218,4225,169,8644,65246922,9345980,13475571,12230599,4308759,6985000,19683,11879,3948,32056,14133,1271,0,399,0,5652,1077,24941,0,2891,10097,1848,9372,29,0,0,0,88,0,0,6264,0,972,3393,16920,1999,88157,4895,6056,658,0,495,21888,793,0,611,249,1,1510,403,0,304553,241627,0,0,-26983,4084813,168443,129548547,
